ID,label
0,7
1,1
2,2
3,2
4,3
5,2
6,7
7,7
8,4
9,7
10,4
11,3
12,3
13,1
14,7
15,3
16,6
17,4
18,7
19,1
20,7
21,7
22,4
23,3
24,1
25,6
26,4
27,7
28,3
29,1
30,1
31,3
32,0
33,1
34,3
35,4
36,7
37,1
38,5
39,7
40,0
41,7
42,8
43,1
44,2
45,0
46,7
47,0
48,8
49,1
50,7
51,7
52,7
53,8
54,2
55,8
56,3
57,1
58,1
59,2
60,2
61,4
62,3
63,1
64,7
65,7
66,1
67,7
68,4
69,4
70,1
71,3
72,7
73,8
74,2
75,5
76,3
77,7
78,7
79,3
80,2
81,1
82,7
83,1
84,4
85,0
86,5
87,6
88,3
89,0
90,7
91,6
92,5
93,3
94,2
95,3
96,7
97,4
98,3
99,7
100,2
101,4
102,1
103,3
104,7
105,7
106,0
107,0
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,3
116,3
117,7
118,7
119,2
120,1
121,1
122,3
123,2
124,7
125,5
126,6
127,2
128,5
129,7
130,7
131,7
132,4
133,2
134,8
135,3
136,3
137,7
138,1
139,7
140,6
141,1
142,0
143,4
144,3
145,2
146,4
147,3
148,3
149,7
150,2
151,7
152,7
153,6
154,4
155,3
156,8
157,5
158,1
159,5
160,1
161,4
162,2
163,3
164,8
165,7
166,2
167,6
168,7
169,3
170,6
171,0
172,2
173,7
174,8
175,4
176,4
177,5
178,3
179,1
180,7
181,4
182,7
183,1
184,4
185,1
186,4
187,1
188,1
189,7
190,5
191,7
192,3
193,2
194,7
195,1
196,7
197,2
198,3
199,4
200,1
201,1
202,7
203,2
204,1
205,3
206,0
207,1
208,2
209,8
210,3
211,4
212,7
213,1
214,4
215,7
216,1
217,7
218,4
219,2
220,7
221,6
222,3
223,0
224,6
225,1
226,3
227,7
228,1
229,1
230,1
231,2
232,7
233,7
234,5
235,7
236,0
237,4
238,7
239,3
240,2
241,1
242,1
243,0
244,4
245,8
246,8
247,4
248,3
249,3
250,7
251,6
252,7
253,7
254,7
255,4
256,1
257,3
258,5
259,6
260,6
261,4
262,6
263,3
264,7
265,1
266,0
267,2
268,2
269,1
270,8
271,0
272,7
273,8
274,2
275,3
276,5
277,3
278,3
279,4
280,1
281,2
282,7
283,3
284,7
285,7
286,1
287,0
288,3
289,4
290,2
291,0
292,5
293,8
294,7
295,7
296,4
297,6
298,4
299,8
300,7
301,3
302,7
303,4
304,0
305,3
306,1
307,3
308,3
309,3
310,0
311,3
312,4
313,2
314,4
315,1
316,3
317,1
318,7
319,2
320,8
321,7
322,2
323,1
324,7
325,0
326,1
327,7
328,3
329,7
330,0
331,2
332,7
333,2
334,3
335,1
336,7
337,5
338,8
339,4
340,0
341,0
342,4
343,6
344,1
345,4
346,2
347,1
348,8
349,1
350,0
351,0
352,4
353,0
354,8
355,4
356,7
357,5
358,7
359,3
360,3
361,4
362,4
363,2
364,3
365,1
366,2
367,2
368,7
369,1
370,0
371,1
372,7
373,8
374,8
375,2
376,2
377,7
378,3
379,1
380,3
381,1
382,0
383,1
384,7
385,6
386,6
387,3
388,1
389,4
390,2
391,7
392,4
393,0
394,6
395,3
396,8
397,3
398,7
399,4
400,2
401,1
402,4
403,3
404,8
405,6
406,7
407,4
408,3
409,1
410,7
411,2
412,7
413,7
414,0
415,7
416,7
417,7
418,8
419,2
420,3
421,8
422,1
423,8
424,4
425,8
426,0
427,1
428,6
429,5
430,1
431,6
432,0
433,1
434,5
435,6
436,1
437,7
438,0
439,1
440,5
441,4
442,1
443,0
444,2
445,4
446,2
447,4
448,4
449,4
450,7
451,7
452,8
453,3
454,3
455,0
456,8
457,2
458,5
459,5
460,7
461,3
462,6
463,3
464,3
465,6
466,7
467,6
468,0
469,7
470,8
471,7
472,4
473,7
474,0
475,3
476,3
477,1
478,2
479,3
480,7
481,8
482,0
483,7
484,0
485,1
486,1
487,7
488,4
489,1
490,0
491,5
492,3
493,7
494,8
495,1
496,7
497,2
498,6
499,6
500,0
501,8
502,3
503,1
504,6
505,7
506,3
507,2
508,7
509,2
510,6
511,1
512,3
513,2
514,3
515,4
516,7
517,0
518,3
519,7
520,1
521,3
522,7
523,7
524,0
525,5
526,3
527,1
528,1
529,3
530,8
531,0
532,3
533,7
534,2
535,7
536,7
537,8
538,7
539,8
540,2
541,1
542,1
543,1
544,8
545,4
546,3
547,4
548,2
549,7
550,1
551,8
552,2
553,7
554,0
555,1
556,1
557,4
558,1
559,4
560,5
561,6
562,4
563,2
564,2
565,3
566,2
567,1
568,3
569,1
570,1
571,3
572,4
573,6
574,8
575,0
576,5
577,1
578,1
579,7
580,8
581,7
582,2
583,7
584,4
585,7
586,2
587,2
588,4
589,1
590,2
591,8
592,1
593,3
594,5
595,2
596,2
597,4
598,2
599,6
600,2
601,3
602,3
603,7
604,0
605,2
606,1
607,7
608,0
609,5
610,5
611,7
612,1
613,1
614,5
615,0
616,5
617,3
618,3
619,7
620,7
621,7
622,3
623,7
624,7
625,3
626,7
627,8
628,3
629,1
630,7
631,1
632,5
633,0
634,6
635,2
636,7
637,1
638,1
639,7
640,1
641,8
642,0
643,5
644,7
645,7
646,7
647,5
648,6
649,0
650,1
651,1
652,7
653,2
654,7
655,1
656,7
657,4
658,6
659,1
660,2
661,7
662,3
663,1
664,3
665,3
666,3
667,4
668,2
669,3
670,7
671,3
672,7
673,3
674,7
675,4
676,0
677,7
678,1
679,7
680,4
681,7
682,7
683,0
684,4
685,1
686,7
687,4
688,4
689,8
690,7
691,7
692,7
693,6
694,1
695,5
696,1
697,7
698,7
699,4
700,1
701,0
702,7
703,2
704,1
705,7
706,8
707,7
708,5
709,3
710,6
711,4
712,5
713,7
714,7
715,1
716,2
717,7
718,3
719,4
720,5
721,6
722,6
723,3
724,5
725,5
726,7
727,2
728,3
729,3
730,1
731,1
732,1
733,7
734,0
735,1
736,7
737,6
738,7
739,7
740,1
741,7
742,8
743,1
744,1
745,7
746,4
747,4
748,7
749,7
750,3
751,1
752,7
753,4
754,7
755,4
756,8
757,0
758,0
759,4
760,4
761,7
762,3
763,5
764,1
765,7
766,1
767,7
768,4
769,0
770,1
771,3
772,7
773,7
774,1
775,5
776,3
777,8
778,0
779,7
780,7
781,1
782,4
783,2
784,0
785,2
786,3
787,5
788,7
789,1
790,8
791,7
792,7
793,7
794,5
795,1
796,3
797,7
798,2
799,3
800,3
801,4
802,7
803,1
804,1
805,7
806,3
807,7
808,0
809,0
810,1
811,1
812,7
813,0
814,8
815,1
816,2
817,3
818,3
819,5
820,6
821,8
822,7
823,5
824,8
825,2
826,1
827,3
828,3
829,4
830,6
831,4
832,3
833,8
834,3
835,3
836,6
837,0
838,1
839,3
840,0
841,2
842,2
843,6
844,6
845,3
846,0
847,6
848,1
849,4
850,1
851,7
852,1
853,3
854,4
855,1
856,0
857,2
858,5
859,0
860,1
861,1
862,3
863,5
864,4
865,1
866,1
867,8
868,5
869,8
870,7
871,1
872,1
873,0
874,1
875,7
876,7
877,0
878,7
879,7
880,3
881,7
882,0
883,6
884,2
885,7
886,6
887,2
888,0
889,7
890,2
891,1
892,1
893,3
894,0
895,6
896,6
897,7
898,4
899,4
900,4
901,1
902,2
903,8
904,4
905,7
906,3
907,7
908,5
909,7
910,2
911,7
912,7
913,2
914,3
915,4
916,6
917,1
918,7
919,2
920,2
921,7
922,2
923,7
924,1
925,8
926,3
927,1
928,5
929,4
930,0
931,7
932,5
933,1
934,3
935,7
936,2
937,3
938,8
939,3
940,2
941,7
942,7
943,8
944,7
945,8
946,6
947,7
948,5
949,5
950,7
951,7
952,7
953,7
954,7
955,3
956,7
957,7
958,3
959,7
960,4
961,2
962,1
963,6
964,2
965,5
966,5
967,6
968,5
969,3
970,2
971,2
972,7
973,2
974,1
975,5
976,3
977,1
978,0
979,7
980,1
981,1
982,3
983,3
984,3
985,2
986,2
987,4
988,1
989,5
990,2
991,3
992,4
993,7
994,4
995,7
996,3
997,4
998,2
999,2
1000,3
1001,1
1002,7
1003,2
1004,0
1005,7
1006,1
1007,7
1008,2
1009,7
1010,3
1011,3
1012,1
1013,7
1014,7
1015,0
1016,2
1017,1
1018,1
1019,7
1020,3
1021,1
1022,6
1023,1
1024,4
1025,7
1026,1
1027,6
1028,0
1029,8
1030,4
1031,8
1032,1
1033,8
1034,7
1035,3
1036,1
1037,0
1038,5
1039,7
1040,5
1041,3
1042,5
1043,7
1044,5
1045,7
1046,7
1047,7
1048,7
1049,2
1050,4
1051,3
1052,3
1053,3
1054,7
1055,3
1056,1
1057,1
1058,0
1059,7
1060,7
1061,3
1062,7
1063,3
1064,6
1065,2
1066,3
1067,7
1068,6
1069,7
1070,3
1071,0
1072,7
1073,3
1074,8
1075,0
1076,1
1077,7
1078,1
1079,4
1080,2
1081,8
1082,5
1083,4
1084,4
1085,5
1086,6
1087,5
1088,1
1089,8
1090,8
1091,2
1092,2
1093,7
1094,7
1095,3
1096,2
1097,3
1098,7
1099,2
1100,6
1101,0
1102,7
1103,3
1104,7
1105,3
1106,7
1107,1
1108,6
1109,7
1110,4
1111,3
1112,4
1113,5
1114,1
1115,2
1116,3
1117,4
1118,1
1119,3
1120,7
1121,8
1122,0
1123,2
1124,7
1125,4
1126,3
1127,7
1128,2
1129,2
1130,5
1131,3
1132,2
1133,3
1134,5
1135,7
1136,7
1137,3
1138,1
1139,1
1140,8
1141,7
1142,4
1143,3
1144,1
1145,5
1146,3
1147,0
1148,3
1149,8
1150,1
1151,1
1152,6
1153,8
1154,5
1155,1
1156,1
1157,3
1158,8
1159,4
1160,1
1161,1
1162,4
1163,4
1164,6
1165,7
1166,1
1167,0
1168,5
1169,7
1170,2
1171,7
1172,3
1173,7
1174,5
1175,3
1176,1
1177,7
1178,2
1179,1
1180,7
1181,2
1182,1
1183,7
1184,5
1185,7
1186,1
1187,3
1188,3
1189,7
1190,8
1191,5
1192,2
1193,2
1194,1
1195,1
1196,6
1197,3
1198,6
1199,6
1200,3
1201,2
1202,3
1203,3
1204,0
1205,7
1206,1
1207,0
1208,2
1209,7
1210,1
1211,3
1212,2
1213,7
1214,4
1215,7
1216,1
1217,7
1218,7
1219,7
1220,0
1221,4
1222,1
1223,7
1224,6
1225,6
1226,7
1227,7
1228,7
1229,3
1230,7
1231,3
1232,0
1233,4
1234,2
1235,7
1236,1
1237,2
1238,2
1239,7
1240,5
1241,7
1242,4
1243,6
1244,4
1245,4
1246,7
1247,6
1248,0
1249,8
1250,4
1251,1
1252,7
1253,2
1254,8
1255,2
1256,3
1257,6
1258,7
1259,5
1260,2
1261,7
1262,1
1263,4
1264,3
1265,2
1266,3
1267,2
1268,7
1269,7
1270,7
1271,5
1272,3
1273,1
1274,1
1275,7
1276,3
1277,3
1278,7
1279,5
1280,5
1281,7
1282,7
1283,7
1284,5
1285,6
1286,8
1287,7
1288,1
1289,1
1290,8
1291,7
1292,1
1293,7
1294,3
1295,4
1296,1
1297,3
1298,1
1299,7
1300,3
1301,7
1302,2
1303,7
1304,7
1305,7
1306,4
1307,7
1308,1
1309,5
1310,5
1311,0
1312,4
1313,3
1314,2
1315,6
1316,1
1317,4
1318,4
1319,3
1320,6
1321,3
1322,3
1323,1
1324,2
1325,2
1326,7
1327,0
1328,7
1329,7
1330,3
1331,2
1332,1
1333,7
1334,3
1335,0
1336,2
1337,1
1338,1
1339,6
1340,7
1341,1
1342,7
1343,5
1344,1
1345,1
1346,3
1347,4
1348,1
1349,0
1350,3
1351,7
1352,4
1353,2
1354,7
1355,6
1356,6
1357,1
1358,1
1359,5
1360,5
1361,3
1362,7
1363,0
1364,6
1365,7
1366,7
1367,5
1368,3
1369,1
1370,3
1371,4
1372,7
1373,2
1374,7
1375,7
1376,0
1377,6
1378,2
1379,5
1380,7
1381,3
1382,4
1383,3
1384,7
1385,8
1386,7
1387,1
1388,3
1389,7
1390,8
1391,0
1392,4
1393,4
1394,1
1395,3
1396,6
1397,0
1398,7
1399,1
1400,7
1401,8
1402,1
1403,2
1404,2
1405,7
1406,6
1407,3
1408,6
1409,2
1410,7
1411,8
1412,2
1413,1
1414,7
1415,8
1416,7
1417,7
1418,0
1419,7
1420,2
1421,7
1422,4
1423,6
1424,1
1425,1
1426,5
1427,7
1428,2
1429,5
1430,7
1431,8
1432,3
1433,1
1434,1
1435,1
1436,5
1437,2
1438,7
1439,1
1440,4
1441,7
1442,2
1443,3
1444,7
1445,3
1446,7
1447,7
1448,7
1449,8
1450,1
1451,2
1452,6
1453,1
1454,7
1455,7
1456,7
1457,6
1458,3
1459,3
1460,6
1461,7
1462,2
1463,2
1464,4
1465,6
1466,4
1467,7
1468,7
1469,4
1470,7
1471,4
1472,7
1473,5
1474,3
1475,4
1476,2
1477,6
1478,5
1479,7
1480,6
1481,2
1482,1
1483,0
1484,3
1485,3
1486,1
1487,3
1488,1
1489,7
1490,2
1491,1
1492,1
1493,1
1494,0
1495,2
1496,4
1497,5
1498,1
1499,4
1500,7
1501,7
1502,0
1503,2
1504,2
1505,2
1506,4
1507,6
1508,6
1509,1
1510,0
1511,0
1512,6
1513,3
1514,3
1515,1
1516,3
1517,1
1518,6
1519,0
1520,2
1521,0
1522,8
1523,8
1524,7
1525,7
1526,3
1527,2
1528,2
1529,1
1530,7
1531,6
1532,3
1533,1
1534,3
1535,7
1536,1
1537,4
1538,1
1539,5
1540,4
1541,8
1542,3
1543,0
1544,6
1545,7
1546,3
1547,7
1548,4
1549,5
1550,4
1551,7
1552,5
1553,3
1554,6
1555,4
1556,7
1557,7
1558,7
1559,1
1560,4
1561,3
1562,1
1563,3
1564,7
1565,5
1566,2
1567,1
1568,7
1569,3
1570,3
1571,1
1572,7
1573,3
1574,7
1575,1
1576,2
1577,1
1578,1
1579,7
1580,7
1581,7
1582,2
1583,3
1584,8
1585,0
1586,8
1587,3
1588,1
1589,0
1590,7
1591,2
1592,0
1593,3
1594,7
1595,0
1596,7
1597,4
1598,7
1599,2
1600,6
1601,4
1602,7
1603,1
1604,0
1605,3
1606,7
1607,4
1608,7
1609,3
1610,7
1611,7
1612,3
1613,7
1614,1
1615,0
1616,6
1617,7
1618,2
1619,0
1620,4
1621,0
1622,4
1623,3
1624,2
1625,7
1626,8
1627,0
1628,0
1629,3
1630,3
1631,0
1632,4
1633,1
1634,3
1635,3
1636,7
1637,1
1638,5
1639,5
1640,1
1641,2
1642,7
1643,4
1644,5
1645,6
1646,7
1647,3
1648,7
1649,3
1650,5
1651,3
1652,2
1653,3
1654,0
1655,7
1656,8
1657,7
1658,3
1659,1
1660,6
1661,3
1662,7
1663,1
1664,6
1665,3
1666,3
1667,7
1668,7
1669,8
1670,3
1671,7
1672,0
1673,1
1674,7
1675,5
1676,1
1677,2
1678,5
1679,2
1680,3
1681,3
1682,7
1683,7
1684,7
1685,1
1686,6
1687,0
1688,7
1689,5
1690,3
1691,7
1692,3
1693,6
1694,1
1695,3
1696,6
1697,7
1698,7
1699,8
1700,1
1701,1
1702,2
1703,7
1704,1
1705,3
1706,3
1707,2
1708,7
1709,7
1710,3
1711,7
1712,2
1713,3
1714,0
1715,7
1716,0
1717,2
1718,8
1719,4
1720,3
1721,7
1722,1
1723,3
1724,2
1725,1
1726,1
1727,7
1728,3
1729,7
1730,8
1731,4
1732,7
1733,2
1734,4
1735,7
1736,3
1737,1
1738,7
1739,8
1740,8
1741,0
1742,5
1743,3
1744,0
1745,5
1746,6
1747,4
1748,5
1749,6
1750,1
1751,6
1752,2
1753,7
1754,4
1755,3
1756,1
1757,8
1758,6
1759,5
1760,7
1761,7
1762,3
1763,7
1764,3
1765,3
1766,3
1767,4
1768,7
1769,2
1770,3
1771,1
1772,2
1773,6
1774,4
1775,1
1776,2
1777,0
1778,1
1779,1
1780,1
1781,1
1782,7
1783,6
1784,6
1785,1
1786,0
1787,7
1788,2
1789,0
1790,7
1791,1
1792,0
1793,1
1794,4
1795,8
1796,1
1797,2
1798,3
1799,8
1800,7
1801,7
1802,3
1803,2
1804,7
1805,7
1806,8
1807,1
1808,1
1809,7
1810,3
1811,0
1812,3
1813,4
1814,4
1815,8
1816,2
1817,7
1818,7
1819,7
1820,3
1821,4
1822,7
1823,7
1824,1
1825,1
1826,1
1827,0
1828,7
1829,7
1830,8
1831,6
1832,3
1833,1
1834,7
1835,3
1836,7
1837,3
1838,8
1839,6
1840,6
1841,7
1842,8
1843,2
1844,3
1845,8
1846,7
1847,1
1848,2
1849,7
1850,7
1851,3
1852,4
1853,4
1854,1
1855,0
1856,7
1857,0
1858,7
1859,7
1860,2
1861,3
1862,1
1863,8
1864,3
1865,7
1866,3
1867,0
1868,3
1869,8
1870,3
1871,2
1872,0
1873,7
1874,3
1875,7
1876,8
1877,8
1878,3
1879,7
1880,1
1881,1
1882,3
1883,7
1884,7
1885,4
1886,7
1887,0
1888,3
1889,4
1890,3
1891,3
1892,3
1893,8
1894,2
